36,24
36,26
36,32
36,21
36,31
36,50
36,62
36,63
36,69
36,80
36,87
36,88
36,42
36,43
36,46
36,47
36,48
36,50
36,55
36,58
36,66
36,71
36,72
36,74
36,79
36,80
36,81
36,83
36,84
36,86
36,87
36,91
36,97
37,12
37,28
37,29
37,67
37,89
37,93
38,1
38,5
38,7
38,8
38,9
38,11
38,13
38,21
38,25
38,29
38,8
38,12
38,20
38,38
38,38
38,43
38,48
38,50
38,62
38,63
38,72
38,87
38,97
38,41
38,43
38,48
38,49
38,50
38,52
38,54
38,55
38,57
38,61
38,63
38,66
38,67
38,68
38,70
38,72
38,74
38,76
38,78
38,79
38,80
38,82
38,83
38,84
38,85
38,87
38,89
38,91
38,93
38,95
38,97
38,99
39,4
39,6
39,16
39,22
39,29
39,3
39,11
39,23
39,29
39,40
39,47
39,73
39,92
39,53
39,59
39,69
39,73
39,77
39,80
39,84
39,88
39,92
39,94
40,6
40,17
40,21
40,25
40,27
40,39
40,17
40,28
40,35
40,66
40,71
40,81
40,83
40,49
40,51
40,57
40,62
40,65
40,68
40,79
40,83
40,87
40,92
41,4
41,31
41,21
41,25
41,31
41,38
41,81
41,55
41,79
42,4
42,5
42,29
42,13
42,35
42,36
42,50
42,62
42,66
42,67
42,85
42,95
42,45
42,57
42,61
42,71
42,77
42,86
43,6
43,8
43,18
43,19
43,23
43,24
43,25
43,32
43,35
43,38
43,25
43,35
43,36
43,38
43,51
43,59
43,62
43,63
43,70
43,71
43,74
43,87
43,97
43,44
43,50
43,72
43,79
43,82
43,83
43,87
43,91
43,98
44,8
44,21
44,43
44,69
44,70
44,81
44,87
44,89
44,97
44,47
45,3
45,9
45,19
45,24
45,34
45,13
45,23
45,29
45,42
45,51
45,57
45,70
45,72
45,83
45,85
45,89
45,95
45,50
45,93
46,10
46,23
46,28
46,36
46,46
46,46
46,69
46,68
46,80
46,91
47,1
47,18
47,21
47,23
47,39
47,5
47,36
47,44
47,51
47,63
47,68
47,74
47,77
47,81
47,83
47,87
47,52
47,60
47,61
47,68
47,76
47,86
47,96
47,97
48,13
48,22
48,23
48,24
48,25
48,31
48,38
48,3
48,36
48,38
48,49
48,66
48,67
48,69
48,71
48,78
48,81
48,85
48,87
48,95
48,49
48,50
48,51
48,57
48,58
48,61
48,63
48,67
48,71
48,72
48,76
48,82
48,83
48,84
48,89
48,91
48,96
49,1
49,48
49,21
49,38
49,40
49,48
49,57
49,74
49,84
49,52
49,60
49,92
50,2
50,10
50,36
50,38
50,42
50,8
50,9
50,28
50,36
50,38
50,43
50,45
50,48
50,67
50,87
50,89
50,91
50,83
50,85
51,3
51,26
51,43
51,45
51,47
51,8
51,17
51,27
51,40
51,48
51,74
51,82
51,86
51,93
51,53
51,56
51,76
51,85
51,87
51,89
51,90
51,98
52,3
52,4
52,18
52,24
52,26
52,7
52,13
52,21
52,34
52,35
52,38
52,47
52,49
52,52
52,52
52,63
52,66
52,68
52,71
52,80
52,89
52,75
52,81
52,97
52,98
53,4
53,12
53,25
53,39
53,51
53,72
53,83
53,85
53,93
53,74
53,86
54,3
54,8
54,10
54,28
54,38
54,62
54,81
55,1
55,4
55,3
55,8
55,12
55,17
55,35
55,36
55,38
55,41
55,61
55,63
55,69
55,73
55,76
55,85
55,97
55,61
55,68
55,85
56,51
56,57
56,63
56,85
56,86
56,87
57,9
57,16
57,17
57,27
57,34
57,45
57,49
57,56
57,0
57,14
57,35
57,38
57,40
57,42
57,48
57,61
57,69
57,74
57,89
57,90
57,93
57,71
57,77
57,95
58,9
58,17
58,28
58,36
58,48
58,60
58,63
58,78
59,6
59,26
59,43
59,3
59,11
59,24
59,28
59,39
59,61
59,63
59,72
59,80
59,92
59,95
59,99
60,7
60,15
60,58
60,3
60,8
60,9
60,11
60,17
60,47
60,49
60,71
60,72
60,74
60,80
60,85
60,87
60,89
60,91
60,95
60,70
61,3
61,15
61,18
61,22
61,24
61,25
61,31
61,34
61,55
61,57
61,59
61,3
61,9
61,12
61,34
61,38
61,42
61,47
61,48
61,55
61,66
61,78
61,80
61,88
61,79
61,87
61,91
61,94
61,95
62,3
62,9
62,14
62,25
62,31
62,36
62,38
62,42
62,43
62,54
62,5
62,7
62,11
62,40
62,67
62,81
62,95
62,86
62,87
62,90
62,93
63,1
63,3
63,5
63,8
63,10
63,11
63,14
63,24
63,25
63,27
63,28
63,29
63,35
63,36
63,38
63,43
63,47
63,52
63,55
63,56
63,58
63,59
63,12
63,28
63,33
63,38
63,48
63,68
63,69
63,83
63,85
63,87
63,89
63,69
63,72
63,73
63,82
63,83
63,86
63,87
63,91
63,93
63,98
64,0
64,8
64,72
64,76
65,22
65,13
65,17
65,40
65,69
65,85
66,26
66,27
66,40
66,42
66,48
66,52
66,61
66,4
66,11
66,28
66,29
66,36
66,38
66,78
66,83
66,94
67,1
67,16
67,37
67,42
67,48
67,50
67,62
67,11
67,14
67,23
67,27
67,38
67,48
67,81
67,85
67,93
67,95
67,84
68,15
68,47
68,52
68,63
68,13
68,25
68,33
68,38
68,40
68,46
68,47
68,55
68,80
68,81
68,92
68,71
68,79
68,80
68,83
68,99
69,1
69,5
69,7
69,16
69,19
69,23
69,31
69,36
69,44
69,46
69,48
69,55
69,57
69,63
69,65
69,7
69,8
69,9
69,13
69,17
69,26
69,39
69,63
69,75
69,78
69,79
69,98
69,73
69,81
69,83
69,84
69,86
69,88
69,89
69,94
69,96
69,98
69,99
70,17
70,31
70,43
70,44
70,45
70,10
70,13
70,34
70,35
70,38
70,60
70,86
70,87
71,2
71,13
71,14
71,22
71,40
71,43
71,48
71,52
71,60
71,9
71,11
71,14
71,17
71,27
71,29
71,36
71,42
71,48
71,57
71,68
71,71
71,71
71,83
71,92
71,79
71,80
71,85
72,12
72,19
72,22
72,38
72,45
72,53
72,59
72,60
72,64
72,0
72,11
72,17
72,36
72,38
72,43
72,48
72,63
72,76
72,81
72,76
72,80
72,81
72,93
72,94
72,98
72,99
73,4
73,9
73,10
73,24
73,39
73,55
73,7
73,16
73,27
73,28
73,39
73,63
73,69
73,93
73,89
73,93
74,1
74,15
74,19
74,21
74,23
74,24
74,43
74,47
74,49
74,51
74,57
74,60
74,9
74,14
74,22
74,25
74,27
74,28
74,29
74,36
74,38
74,53
74,80
74,84
74,89
74,80
74,83
74,90
75,14
75,69
75,35
75,52
75,85
75,87
75,97
75,93
76,55
76,64
76,72
76,31
76,38
76,47
76,48
76,51
76,72
76,89
76,91
76,93
76,99
76,80
77,25
77,34
77,47
77,39
77,42
77,57
77,81
77,83
77,85
77,87
77,89
77,93
77,99
78,1
78,4
78,20
78,24
78,48
78,58
78,61
78,66
78,69
78,3
78,11
78,12
78,17
78,23
78,38
78,91
78,80
78,95
78,97
79,16
79,69
79,3
79,5
79,23
79,36
79,38
79,40
79,41
79,43
79,61
79,68
79,71
79,80
79,87
79,95
80,6
80,13
80,15
80,22
80,31
80,36
80,52
80,59
80,60
80,61
80,68
80,74
80,79
80,14
80,18
80,25
80,36
80,38
80,39
80,46
80,68
80,71
80,72
80,74
80,76
80,78
80,87
80,90
80,91
80,95
80,96
80,97
81,4
81,5
81,15
81,23
81,26
81,34
81,40
81,41
81,44
81,47
81,48
81,54
81,62
81,67
81,68
81,72
81,77
81,7
81,9
81,20
81,23
81,25
81,27
81,36
81,52
81,69
81,72
81,81
81,81
81,90
81,95
81,84
81,88
81,98
82,32
82,51
82,18
82,22
82,33
82,38
82,43
82,48
82,63
82,87
83,1
83,7
83,8
83,13
83,14
83,23
83,24
83,28
83,35
83,40
83,45
83,47
83,53
83,63
83,71
83,77
83,8
83,12
83,14
83,36
83,38
83,40
83,43
83,48
83,50
83,63
83,66
83,68
83,69
83,74
83,85
83,94
83,84
83,95
84,13
84,49
84,74
84,19
84,23
84,35
84,36
84,38
84,39
84,48
84,67
84,69
84,81
84,83
84,91
85,4
85,7
85,9
85,10
85,18
85,25
85,27
85,42
85,45
85,48
85,53
85,55
85,56
85,60
85,63
85,65
85,67
85,75
85,77
85,83
85,0
85,11
85,25
85,38
85,50
85,51
85,55
85,71
85,96
85,97
85,92
85,94
86,10
86,22
86,23
86,29
86,32
86,33
86,35
86,51
86,56
86,70
86,13
86,36
86,42
86,47
86,53
86,62
86,63
86,69
86,89
86,90
86,94
86,96
87,4
87,14
87,16
87,22
87,36
87,38
87,43
87,44
87,47
87,48
87,50
87,56
87,60
87,63
87,70
87,75
87,77
87,79
87,80
87,82
87,4
87,10
87,14
87,25
87,36
87,38
87,40
87,43
87,51
87,61
87,62
87,63
87,88
87,89
87,92
87,93
87,94
87,97
87,98
88,36
88,61
88,28
88,33
88,39
88,69
88,81
88,87
88,93
89,15
89,19
89,22
89,27
89,37
89,44
89,45
89,50
89,52
89,57
89,60
89,63
89,74
89,76
89,77
89,4
89,26
89,28
89,29
89,34
89,38
89,48
89,51
89,69
89,73
89,86
89,87
89,93
90,28
90,57
90,80
90,81
90,12
90,23
90,51
90,62
90,74
90,86
90,96
90,91
90,96
91,10
91,33
91,50
91,60
91,76
91,78
91,84
91,3
91,8
91,9
91,11
91,17
91,20
91,21
91,23
91,35
91,36
91,38
91,43
91,46
91,48
91,61
91,63
91,80
91,90
91,98
92,10
92,39
92,59
92,68
92,71
92,8
92,13
92,17
92,28
92,33
92,34
92,39
92,40
92,49
92,85
92,87
93,5
93,7
93,18
93,19
93,21
93,37
93,51
93,53
93,57
93,67
93,73
93,76
93,77
93,88
93,89
93,6
93,12
93,19
93,25
93,33
93,38
93,45
93,62
93,63
93,72
93,73
93,75
93,87
94,83
94,7
94,8
94,23
94,35
94,39
94,61
94,66
94,69
94,72
94,85
94,86
94,87
94,95
95,12
95,20
95,29
95,42
95,45
95,48
95,59
95,60
95,62
95,67
95,79
95,81
95,94
95,4
95,12
95,38
95,57
95,61
95,78
95,80
95,83
96,12
96,22
96,35
96,85
96,90
96,0
96,5
96,7
96,11
96,29
96,35
96,47
96,48
96,69
96,80
96,86
96,90
97,5
97,19
97,38
97,43
97,44
97,55
97,75
97,85
97,5
97,14
97,29
97,36
97,38
97,47
97,52
97,78
97,80
97,87
98,69
98,91
98,5
98,11
98,17
98,25
98,26
98,33
98,43
98,51
98,52
98,63
98,69
98,72
98,81
98,87
99,76
99,77
99,8
99,26
99,38
99,59
99,68
99,69
99,72
